,Gene Ontology,Metadata,Sex,Cell Type,Time Point,Tissue,deg_method,Term,-log10.p-value
30,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,protein maturation by iron-sulfur cluster transfer,1.62151375128508
31,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,cAMP catabolic process,1.62151375128508
32,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,response to caffeine,1.62151375128508
33,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,tachykinin receptor signaling pathway,1.62151375128508
34,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,negative regulation of glycoprotein biosynthetic process,1.62151375128508
35,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,positive regulation of glutamate receptor signaling pathway,1.62151375128508
36,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",1.62151375128508
37,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,core promoter sequence-specific DNA binding,1.57941176304424
38,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,"peptidyl-arginine methylation, to asymmetrical-dimethyl arginine",1.56425821040864
39,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,insulin metabolic process,1.56425821040864
40,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,epithelial cell apoptotic process,1.5138417272448
41,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,response to muscle stretch,1.5138417272448
42,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,sarcoplasmic reticulum calcium ion transport,1.5138417272448
43,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,DNA topological change,1.5138417272448
44,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,junctional sarcoplasmic reticulum membrane,1.5138417272448
45,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,cyclic-nucleotide phosphodiesterase activity,1.46881990248012
46,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,diacylglycerol kinase activity,1.46881990248012
47,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,positive regulation of cellular component biogenesis,1.43938193738169
48,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,negative regulation of cell population proliferation,1.43517668286244
49,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,U6 snRNA binding,1.42816250477135
50,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,"4 iron, 4 sulfur cluster binding",1.42816250477135
51,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,nuclear exosome (RNase complex),1.39110884962026
52,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,detection of calcium ion,1.35708126471532
53,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,establishment or maintenance of actin cytoskeleton polarity,1.32563071640782
54,Biological Process,M_MUT_and_WT_F_E18_WB,F,L2_3_IT,P150,WB,DEsingle,pancreas development,1.32563071640782
0,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,mitotic cytokinesis,3.37548857335904
1,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,regulation of cardiac conduction,3.16499195188258
2,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,multi-ciliated epithelial cell differentiation,3.01763334202068
3,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,potassium ion import across plasma membrane,2.91018080121459
4,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,chaperone-mediated protein transport,2.81496204235828
5,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,cell-cell adhesion via plasma-membrane adhesion molecules,2.79423697810416
6,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,"potassium transmembrane transporter activity, phosphorylative mechanism",2.72950242327556
7,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,ribose phosphate metabolic process,2.65201101985959
8,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,eye photoreceptor cell differentiation,2.65201101985959
9,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,sodium ion binding,2.65201101985959
10,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,cellular metal ion homeostasis,2.5854581672472
11,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,septin ring organization,2.34645420514008
12,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,nuclear envelope reassembly,2.296987059229
13,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,NADP metabolic process,2.25036699454175
14,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,cellular response to steroid hormone stimulus,2.20629335405311
15,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,glutamate metabolic process,2.16451074302196
16,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,organelle assembly,2.13747664960906
17,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,epidermal growth factor receptor binding,2.01633339536036
18,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,GTP binding,1.93582655754312
19,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,intrinsic component of mitochondrial inner membrane,1.89164079359999
20,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,transcription initiation from RNA polymerase II promoter,1.81253358084188
21,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,mitochondrial transmembrane transport,1.8097110667996
22,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,negative regulation of protein secretion,1.58689135929295
23,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,"transferase activity, transferring pentosyl groups",1.58689135929295
24,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,transcription coactivator activity,1.521173256069
25,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,negative regulation of autophagy,1.51361261861471
26,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,response to DNA damage checkpoint signaling,1.4537376511667
27,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,dopamine catabolic process,1.4537376511667
28,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,protein sulfation,1.4537376511667
29,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,peroxisomal membrane transport,1.4537376511667
30,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,"hydroxymethyl-, formyl- and related transferase activity",1.4537376511667
31,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,cadherin binding,1.40574897268777
32,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,cytoplasmic vesicle,1.40169721995301
33,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,peptidyl-lysine deacetylation,1.38806767530289
34,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,cyclin-dependent protein kinase activating kinase holoenzyme complex,1.38806767530289
35,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,insulin-like growth factor II binding,1.38806767530289
36,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity,1.38806767530289
37,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,nucleoside-triphosphatase activity,1.38449168151426
38,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,viral process,1.37111835590347
39,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,fibrillar center,1.36204147498426
40,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,enoyl-CoA hydratase activity,1.33135135038802
41,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,ubiquinol-cytochrome-c reductase activity,1.33135135038802
42,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,post-Golgi vesicle-mediated transport,1.33017847260574
43,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,E18,WB,DEsingle,filopodium,1.30378315248634
0,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,mitotic cytokinesis,3.37548857335904
1,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,regulation of cardiac conduction,3.16499195188258
2,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,multi-ciliated epithelial cell differentiation,3.01763334202068
3,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,potassium ion import across plasma membrane,2.91018080121459
4,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,chaperone-mediated protein transport,2.81496204235828
5,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,cell-cell adhesion via plasma-membrane adhesion molecules,2.79423697810416
6,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,"potassium transmembrane transporter activity, phosphorylative mechanism",2.72950242327556
7,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,ribose phosphate metabolic process,2.65201101985959
8,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,eye photoreceptor cell differentiation,2.65201101985959
9,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,sodium ion binding,2.65201101985959
10,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,cellular metal ion homeostasis,2.5854581672472
11,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,septin ring organization,2.34645420514008
12,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,nuclear envelope reassembly,2.296987059229
13,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,NADP metabolic process,2.25036699454175
14,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,cellular response to steroid hormone stimulus,2.20629335405311
15,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,glutamate metabolic process,2.16451074302196
16,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,organelle assembly,2.13747664960906
17,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,epidermal growth factor receptor binding,2.01633339536036
18,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,GTP binding,1.93582655754312
19,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,intrinsic component of mitochondrial inner membrane,1.89164079359999
20,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,transcription initiation from RNA polymerase II promoter,1.81253358084188
21,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,mitochondrial transmembrane transport,1.8097110667996
22,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,negative regulation of protein secretion,1.58689135929295
23,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,"transferase activity, transferring pentosyl groups",1.58689135929295
24,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,transcription coactivator activity,1.521173256069
25,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,negative regulation of autophagy,1.51361261861471
26,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,response to DNA damage checkpoint signaling,1.4537376511667
27,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,dopamine catabolic process,1.4537376511667
28,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,protein sulfation,1.4537376511667
29,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,peroxisomal membrane transport,1.4537376511667
30,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,"hydroxymethyl-, formyl- and related transferase activity",1.4537376511667
31,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,cadherin binding,1.40574897268777
32,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,cytoplasmic vesicle,1.40169721995301
33,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,peptidyl-lysine deacetylation,1.38806767530289
34,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,cyclin-dependent protein kinase activating kinase holoenzyme complex,1.38806767530289
35,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,insulin-like growth factor II binding,1.38806767530289
36,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity,1.38806767530289
37,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,nucleoside-triphosphatase activity,1.38449168151426
38,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,viral process,1.37111835590347
39,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,fibrillar center,1.36204147498426
40,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,enoyl-CoA hydratase activity,1.33135135038802
41,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,ubiquinol-cytochrome-c reductase activity,1.33135135038802
42,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,post-Golgi vesicle-mediated transport,1.33017847260574
43,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,P30,WB,DEsingle,filopodium,1.30378315248634
0,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,mitotic cytokinesis,3.37548857335904
1,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,regulation of cardiac conduction,3.16499195188258
2,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,multi-ciliated epithelial cell differentiation,3.01763334202068
3,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,potassium ion import across plasma membrane,2.91018080121459
4,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,chaperone-mediated protein transport,2.81496204235828
5,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,cell-cell adhesion via plasma-membrane adhesion molecules,2.79423697810416
6,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,"potassium transmembrane transporter activity, phosphorylative mechanism",2.72950242327556
7,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,ribose phosphate metabolic process,2.65201101985959
8,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,eye photoreceptor cell differentiation,2.65201101985959
9,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,sodium ion binding,2.65201101985959
10,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,cellular metal ion homeostasis,2.5854581672472
11,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,septin ring organization,2.34645420514008
12,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,nuclear envelope reassembly,2.296987059229
13,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,NADP metabolic process,2.25036699454175
14,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,cellular response to steroid hormone stimulus,2.20629335405311
15,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,glutamate metabolic process,2.16451074302196
16,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,organelle assembly,2.13747664960906
17,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,epidermal growth factor receptor binding,2.01633339536036
18,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,GTP binding,1.93582655754312
19,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,intrinsic component of mitochondrial inner membrane,1.89164079359999
20,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,transcription initiation from RNA polymerase II promoter,1.81253358084188
21,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,mitochondrial transmembrane transport,1.8097110667996
22,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,negative regulation of protein secretion,1.58689135929295
23,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,"transferase activity, transferring pentosyl groups",1.58689135929295
24,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,transcription coactivator activity,1.521173256069
25,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,negative regulation of autophagy,1.51361261861471
26,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,response to DNA damage checkpoint signaling,1.4537376511667
27,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,dopamine catabolic process,1.4537376511667
28,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,protein sulfation,1.4537376511667
29,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,peroxisomal membrane transport,1.4537376511667
30,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,"hydroxymethyl-, formyl- and related transferase activity",1.4537376511667
31,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,cadherin binding,1.40574897268777
32,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,cytoplasmic vesicle,1.40169721995301
33,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,peptidyl-lysine deacetylation,1.38806767530289
34,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,cyclin-dependent protein kinase activating kinase holoenzyme complex,1.38806767530289
35,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,insulin-like growth factor II binding,1.38806767530289
36,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity,1.38806767530289
37,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,nucleoside-triphosphatase activity,1.38449168151426
38,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,viral process,1.37111835590347
39,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,fibrillar center,1.36204147498426
40,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,enoyl-CoA hydratase activity,1.33135135038802
41,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,ubiquinol-cytochrome-c reductase activity,1.33135135038802
42,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,post-Golgi vesicle-mediated transport,1.33017847260574
43,Cellular Component,M_MUT_and_WT_F_E18_WB,F,L6,P60,WB,DEsingle,filopodium,1.30378315248634
0,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,mitotic cytokinesis,3.37548857335904
1,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,regulation of cardiac conduction,3.16499195188258
2,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,multi-ciliated epithelial cell differentiation,3.01763334202068
3,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,potassium ion import across plasma membrane,2.91018080121459
4,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,chaperone-mediated protein transport,2.81496204235828
5,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,cell-cell adhesion via plasma-membrane adhesion molecules,2.79423697810416
6,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,"potassium transmembrane transporter activity, phosphorylative mechanism",2.72950242327556
7,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,ribose phosphate metabolic process,2.65201101985959
8,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,eye photoreceptor cell differentiation,2.65201101985959
9,Molecular Function,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,sodium ion binding,2.65201101985959
10,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,cellular metal ion homeostasis,2.5854581672472
11,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,septin ring organization,2.34645420514008
12,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,nuclear envelope reassembly,2.296987059229
13,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,NADP metabolic process,2.25036699454175
14,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,cellular response to steroid hormone stimulus,2.20629335405311
15,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,glutamate metabolic process,2.16451074302196
16,Biological Process,M_MUT_and_WT_F_E18_WB,F,L6,P150,WB,DEsingle,organelle assembly,2.13747664960906
